AN,AC,AF,AC_sim,AF_sim
471732,30,6.359543130421511e-05,5,1.0599238550702517e-05
471912,5,1.0595195714455238e-05,14,2.9666548000474666e-05
471236,888,0.0018844061149827262,36,7.639484249929971e-05
471544,4,8.482771491101573e-06,12,2.5448314473304718e-05
471334,1,2.1216377346000924e-06,5,1.0608188673000462e-05
471288,7,1.485291371730237e-05,5,1.0609224083787409e-05
471758,10,2.1197308789676063e-05,2,4.239461757935212e-06
471510,15,3.1812686899535535e-05,6,1.2725074759814214e-05
471524,11,2.332861105691333e-05,0,0.0
471444,5,1.0605713509982098e-05,16,3.3938283231942714e-05
471930,14,2.9665416481257815e-05,0,0.0
471904,7,1.4833525462805995e-05,92,0.00019495490608259307
471448,1,2.121124705163666e-06,1,2.121124705163666e-06
471924,24,5.0855646248124696e-05,9,1.9070867343046762e-05
471898,21,4.450114219598303e-05,13,2.754832612132283e-05
455362,0,0.0,11,2.415660507464391e-05
418722,9,2.1493974522475533e-05,7,1.6717535739703193e-05
471956,9,1.9069574282348353e-05,42,8.899134665095898e-05
434126,4,9.213914854212832e-06,4,9.213914854212832e-06
471962,7,1.4831702552324128e-05,2,4.2376293006640364e-06
471344,11,2.333751994297159e-05,3,6.364778166264978e-06
470413,16,3.401266546630301e-05,3,6.377374774931815e-06
471710,22,4.663882470161752e-05,114859,0.24349494392741303
470977,14,2.9725443068345163e-05,32,6.794386987050323e-05
471932,2,4.2378986803183505e-06,9,1.907054406143258e-05
471682,39,8.268282444528304e-05,9,1.908065179506532e-05
467010,3,6.423845313804844e-06,18,3.854307188282906e-05
470470,19,4.038514676812549e-05,56,0.00011902990626394882
461070,17,3.6870757151842455e-05,1,2.1688680677554386e-06
471720,10,2.1199016365640635e-05,6,1.2719409819384381e-05
471868,0,0.0,46,9.748488984207447e-05
472006,0,0.0,10,2.1186171362228447e-05
468920,1,2.1325599249338907e-06,1,2.1325599249338907e-06
470844,6,1.2743074139205342e-05,0,0.0
470400,7,1.4880952380952381e-05,45,9.566326530612244e-05
457276,3,6.560589228387232e-06,2,4.373726152258155e-06
471012,10,2.123088159112719e-05,17,3.609249870491622e-05
460636,19,4.124731892426992e-05,10,2.1709115223299958e-05
435050,0,0.0,0,0.0
418240,6,1.4345830145371079e-05,3,7.172915072685539e-06
471168,4,8.489540885628905e-06,20,4.244770442814453e-05
471898,3,6.357306027997576e-06,3,6.357306027997576e-06
472010,9,1.906739263998644e-05,38,8.05067689243872e-05
471212,4,8.48874816430821e-06,37,7.852092051985094e-05
471366,0,0.0,2,4.242987402570402e-06
471962,3,6.356443950996055e-06,6,1.271288790199211e-05
471994,54,0.00011440823400297461,2502,0.005300914842137824
471962,6,1.271288790199211e-05,4,8.475258601328073e-06
471832,7,1.4835789009647501e-05,104,0.0002204174367147629
471938,3,6.356767202471511e-06,7,1.483245680576686e-05
471938,6,1.2713534404943022e-05,7,1.483245680576686e-05
472006,16,3.389787417956551e-05,9,1.9067554226005603e-05
471914,1,2.1190301622753296e-06,42,8.899926681556386e-05
471940,213,0.0004513285587150909,18,3.8140441581556976e-05
471402,8,1.697065349743955e-05,0,0.0
471804,1,2.1195242092055175e-06,5,1.0597621046027588e-05
471936,4,8.475725522104692e-06,36,7.628152969894223e-05
471336,6,1.2729772391669637e-05,1000,0.0021216287319449395
471774,14,2.9675225849665307e-05,618,0.001309949255363797
471736,1998,0.004235419811080774,10,2.1198297352756627e-05
471894,0,0.0,0,0.0
471978,3270,0.0069282890304209095,44,9.322468420138226e-05
470466,8,1.7004416897289072e-05,8,1.7004416897289072e-05
471952,13,2.754517408550022e-05,2,4.237719090076957e-06
471910,1,2.1190481235828867e-06,5,1.0595240617914432e-05
471812,5,1.0597441353759548e-05,34,7.206260120556493e-05
469364,17,3.621922431204779e-05,22,4.687193734500303e-05
470492,20,4.250869302772417e-05,30,6.376303954158625e-05
471816,1,2.1194703019821287e-06,9,1.9075232717839156e-05
471052,1,2.1229078742898873e-06,65,0.00013798901182884268
471324,1,2.1216827490219042e-06,14,2.970355848630666e-05
471600,5,1.0602205258693808e-05,11,2.3324851569126377e-05
471944,37,7.839913210041869e-05,16,3.390232739477565e-05
471820,12,2.543342800220423e-05,10,2.1194523335170193e-05
471740,2,4.239623521431297e-06,88,0.00018654343494297707
471914,44,9.32373271401145e-05,13,2.754739210957929e-05
468580,14,2.9877502240812668e-05,3,6.402321908745572e-06
471754,3,6.35924655646799e-06,4,8.478995408623987e-06
471812,3,6.358464812255729e-06,15,3.179232406127864e-05
471974,5,1.0593803895977321e-05,20,4.2375215583909286e-05
471914,3,6.357090486825989e-06,15,3.178545243412995e-05
471670,1,2.120126359531028e-06,2,4.240252719062056e-06
471776,1,2.11965000339144e-06,6,1.271790002034864e-05
471720,19,4.0278131094717204e-05,10,2.1199016365640635e-05
466488,1,2.143677865239835e-06,3,6.4310335957195044e-06
463982,31,6.681293670875163e-05,9,1.9397304205766603e-05
468160,0,0.0,19,4.0584415584415584e-05
468808,16,3.4129110424736776e-05,30,6.399208204638145e-05
471994,4,8.474684000220342e-06,0,0.0
471400,34,7.212558336868901e-05,5,1.0606703436571914e-05
471026,4,8.492100223766841e-06,5,1.061512527970855e-05
471586,1,2.120504001391051e-06,1,2.120504001391051e-06
456608,13595,0.02977389796061392,0,0.0
471760,1,2.1197218924877055e-06,4,8.478887569950822e-06
457982,56,0.00012227554794729925,16,3.49358708420855e-05
468778,2,4.266411819667305e-06,28,5.9729765475342276e-05
469760,129,0.000274608310626703,3385,0.007205807220708447
471710,4,8.479786309385004e-06,5,1.0599732886731254e-05
471858,7,1.4834971538047463e-05,104770,0.22203713829160468
468432,6,1.2808689414899067e-05,1,2.1347815691498446e-06
467278,3,6.420161017638323e-06,13,2.7820697743099397e-05
471942,16,3.390247106635985e-05,46,9.746960431578457e-05
471440,12,2.5453928389614797e-05,158,0.0003351433904632615
471308,27,5.7287378953890026e-05,9,1.909579298463001e-05
471506,39,8.271368763069824e-05,49,0.00010392232548472341
471314,0,0.0,12,2.5460733184246595e-05
471000,0,0.0,7,1.48619957537155e-05
471732,18,3.8157258782529064e-05,6,1.2719086260843022e-05
471836,6,1.2716282776218856e-05,9,1.9074424164328282e-05
471852,47,9.960750404787941e-05,2,4.238617193526784e-06
469684,27,5.748545830813909e-05,997,0.002122703775304247
469994,8,1.702149389141138e-05,8,1.702149389141138e-05
471928,3,6.356901900289875e-06,70,0.00014832771100676374
471922,6,1.2713965443441924e-05,3,6.356982721720962e-06
471470,1,2.1210257280420813e-06,4,8.484102912168325e-06
471974,6,1.2712564675172785e-05,8,1.6950086233563715e-05
471740,4,8.479247042862593e-06,9545,0.020233603256030866
471906,8,1.6952528681559464e-05,4,8.476264340779732e-06
468250,24,5.125467164975974e-05,104,0.00022210357714895888
471988,5,1.0593489664991483e-05,13,2.7543073128977856e-05
471956,70,0.00014831891108493166,1,2.118841586927595e-06
469288,33,7.031929220436064e-05,4,8.523550570225534e-06
467878,6,1.2823855791467006e-05,1,2.1373092985778343e-06
469440,0,0.0,5,1.0650988411724608e-05
466218,1,2.1449193295840145e-06,8,1.7159354636672116e-05
471746,27,5.723418958507332e-05,54,0.00011446837917014664
471586,35,7.421764004868678e-05,5,1.0602520006955254e-05
471956,3,6.356524760782785e-06,36,7.627829712939341e-05
471694,56,0.00011872103524742736,11,2.3320203352173232e-05
471346,0,0.0,3,6.364751159445503e-06
471948,10,2.1188775034537702e-05,26,5.509081508979803e-05
471556,5,1.0603194530448133e-05,3,6.36191671826888e-06
471804,6,1.2717145255233104e-05,10,2.1195242092055176e-05
471750,2,4.239533651298357e-06,27,5.723370429252782e-05
471808,16,3.391209983722192e-05,16869,0.03575395075963104
470406,18,3.826481805079017e-05,3,6.377469675131695e-06
471940,44,9.323219053269484e-05,12,2.5426961054371318e-05
471932,6,1.2713696040955053e-05,353,0.0007479891170761889
471992,1,2.1186799776267394e-06,22,4.661095950778827e-05
471930,1,2.118958320089844e-06,5,1.059479160044922e-05
471596,0,0.0,6,1.2722754221833943e-05
471474,45,9.544534799373878e-05,19,4.029914693068971e-05
471850,17,3.602839885556851e-05,3,6.357952739217972e-06
471920,1,2.119003220884896e-06,2,4.238006441769792e-06
471928,0,0.0,141,0.0002987743893136241
472000,5,1.0593220338983052e-05,37,7.838983050847457e-05
471720,39,8.267616382599847e-05,49,0.00010387518019163911
471816,8,1.695576241585703e-05,51,0.00010809298540108856
471164,40,8.48961295854522e-05,5,1.0612016198181525e-05
471758,3,6.3591926369028185e-06,12,2.5436770547611274e-05
465322,62,0.00013324106747585542,4,8.596197901668093e-06
471874,6945,0.014717911984979041,36,7.629155240593887e-05
471836,12,2.5432565552437713e-05,6,1.2716282776218856e-05
471864,2409,0.005105284573521184,65,0.00013775155553295018
471914,0,0.0,2,4.238060324550659e-06
471934,9,1.907046324274157e-05,28,5.933033008852933e-05
471830,12,2.5432888964245596e-05,22359,0.04738783036263061
471730,32,6.783541432599157e-05,4,8.479426790748946e-06
471636,0,0.0,36,7.633005114113426e-05
471880,16,3.3906925489531234e-05,14,2.9668559803339834e-05
471388,19,4.030649910477144e-05,4,8.48557875889925e-06
463940,58,0.00012501616588351942,12,2.5865413631072983e-05
471478,19,4.0298805034381245e-05,3,6.362969215954933e-06
470902,1,2.1235841003011242e-06,3,6.370752300903373e-06
470404,7,1.4880825843317659e-05,6,1.2754993579986564e-05
471542,3,6.362105602470193e-06,10,2.1207018674900644e-05
470632,1,2.124802393377416e-06,19,4.03712454741709e-05
459232,0,0.0,30,6.532645808654449e-05
470088,10,2.1272612787392998e-05,1,2.1272612787393e-06
470880,5,1.0618416581719335e-05,33,7.00815494393476e-05
471480,7,1.484686519046407e-05,6,1.2725884448969203e-05
469822,0,0.0,4,8.513862696936286e-06
470660,17,3.611949177750393e-05,6,1.2748055921471976e-05
471258,13,2.758573859754105e-05,22,4.668355762660793e-05
471262,1,2.121961881076768e-06,6,1.273177128646061e-05
470750,56,0.00011895910780669145,1037,0.002202867764206054
471264,0,0.0,14,2.9707340259387518e-05
470468,5,1.0627715381279917e-05,25,5.313857690639958e-05
469344,8,1.70450671575646e-05,11,2.3436967341651325e-05
470592,10,2.124983000135999e-05,1,2.124983000135999e-06
425059,4,9.410458312845982e-06,34,7.998889565919084e-05
464228,17,3.661993675521511e-05,41,8.831867099787173e-05
470888,6,1.2741883420261293e-05,33,7.008035881143711e-05
470728,2,4.248738124776941e-06,8,1.6994952499107765e-05
470030,11,2.3402761525860052e-05,10,2.1275237750781866e-05
400990,23,5.7358038853836756e-05,9,2.2444449986283946e-05
471018,977,0.0020742307088051836,13,2.7599794487684122e-05
471196,0,0.0,4,8.48903640947716e-06
468414,5,1.067431801782184e-05,32,6.831563531405978e-05
471756,3,6.359219596571109e-06,0,0.0
459996,21,4.5652570891920796e-05,332670,0.7232019408864425
464186,0,0.0,2,4.308617666194155e-06
471650,0,0.0,1,2.12021626205873e-06
463980,0,0.0,11,2.370791844476055e-05
470872,2,4.247438794406972e-06,4,8.494877588813945e-06
461272,7,1.5175427947068107e-05,5,1.0839591390762933e-05
471754,6,1.271849311293598e-05,3,6.35924655646799e-06
395250,0,0.0,28,7.084123972169513e-05
471664,1,2.1201533294887885e-06,14,2.968214661284304e-05
471518,3,6.362429430053572e-06,17,3.605376677030357e-05
471924,0,0.0,26,5.509361676880176e-05
471740,3,6.359435282146945e-06,13,2.755755288930343e-05
471906,7,1.483346259636453e-05,6,1.2714396511169597e-05
471906,8,1.6952528681559464e-05,8,1.6952528681559464e-05
471314,1,2.121727765353883e-06,62,0.00013154712145194074
471970,6,1.2712672415619637e-05,2,4.2375574718732125e-06
471910,31,6.569049183106949e-05,18,3.814286622449196e-05
471700,13,2.755988976044096e-05,5,1.0599957600169599e-05
471730,1,2.1198566976872365e-06,2,4.239713395374473e-06
471552,5,1.060328447339848e-05,11,2.3327225841476656e-05
471830,12,2.5432888964245596e-05,244,0.0005171354089396605
423182,8,1.890439574462052e-05,3,7.089148404232695e-06
465636,38,8.160881031535363e-05,1,2.1476002714566742e-06
436858,1,2.2890733373315816e-06,0,0.0
471726,1,2.1198746730093315e-06,1,2.1198746730093315e-06
419572,6,1.4300286959091646e-05,3,7.150143479545823e-06
471444,53,0.00011242056320581023,55,0.00011666284860980308
471860,56,0.00011867926927478489,4,8.477090662484636e-06
470764,3,6.372619826494804e-06,0,0.0
470594,4,8.499895876275516e-06,2,4.249947938137758e-06
471550,7,1.4844661223624218e-05,4,8.482663556356696e-06
471930,9,1.9070624880808595e-05,6,1.2713749920539063e-05
471922,15,3.178491360860481e-05,7,1.483295968401558e-05
471628,0,0.0,33,6.99704004003155e-05
472000,39,8.26271186440678e-05,16,3.389830508474576e-05
471526,16,3.3932381247269506e-05,15,3.181160741931516e-05
471924,11,2.330883786372382e-05,15,3.1784778905077934e-05
416908,0,0.0,11,2.6384717971350992e-05
471910,3,6.35714437074866e-06,2,4.238096247165773e-06
469804,2,4.257094447897421e-06,3,6.385641671846131e-06
468616,1,2.133943356607542e-06,23,4.908069720197347e-05
454908,45,9.89211005302171e-05,12,2.6378960141391225e-05
469432,2,4.260467969801803e-06,3,6.390701954702704e-06
468312,0,0.0,4,8.541314337450248e-06
471908,5,1.059528552175424e-05,21,4.450019919136781e-05
471786,7,1.4837235526276744e-05,432,0.0009156693924787933
470886,0,0.0,3,6.370968769511092e-06
466088,1,2.145517584662124e-06,6,1.2873105507972744e-05
469218,0,0.0,16,3.4099288603591505e-05
471570,42,8.906418983395891e-05,59,0.00012511398095722798
471892,30,6.357386859705186e-05,1,2.1191289532350623e-06
466158,55,0.00011798574732172354,89,0.00019092239112060717
471626,6,1.2721944930941042e-05,3,6.360972465470521e-06
471838,19,4.0268058104688475e-05,0,0.0
397706,0,0.0,3,7.543260599538352e-06
471952,3,6.356578635115435e-06,17,3.6020612265654135e-05
471588,18,3.81689101503855e-05,5,1.0602475041773751e-05
470602,15,3.1874067683520254e-05,26,5.5248383984768444e-05
471352,7,1.4850896994178448e-05,78,0.000165481423649417
471938,23,4.8735215218948254e-05,9,1.9070301607414532e-05
471716,3,6.359758837944865e-06,5,1.0599598063241442e-05
471666,5,1.0600721697133141e-05,11,2.332158773369291e-05
469218,5,1.0656027688622346e-05,17,3.623049414131598e-05
471596,4,8.481836147889295e-06,4,8.481836147889295e-06
471398,6,1.2728098125151146e-05,9,1.9092147187726718e-05
471472,5,1.0605083652899855e-05,37,7.847761903145892e-05
472004,10,2.1186261133380226e-05,0,0.0
471958,5,1.059416303993152e-05,4,8.475330431945216e-06
471114,3,6.367885479947528e-06,6,1.2735770959895057e-05
464372,123,0.0002648738511365888,6,1.2920675665199452e-05
461912,24,5.1957948700185316e-05,7,1.5154401704220717e-05
471754,34,7.207146097330389e-05,8,1.6957990817247974e-05
471976,17,3.6018780615963525e-05,33,6.991880943098802e-05
471662,3,6.360486958881572e-06,3,6.360486958881572e-06
471624,1,2.1203331467440164e-06,4,8.481332586976066e-06
471786,15,3.179407612773588e-05,2,4.239210150364784e-06
471926,1,2.1189762801795196e-06,22,4.661747816394943e-05
471956,9,1.9069574282348353e-05,26,5.5089881260117466e-05
471648,1102,0.002336488228509397,50,0.0001060112626365425
471960,6,1.2712941774726671e-05,35,7.415882701923892e-05
471806,19,4.027078926507929e-05,1,2.1195152244778574e-06
471826,3,6.358276144171792e-06,2,4.238850762781195e-06
471548,2,4.241349767149898e-06,11,2.3327423719324437e-05
467442,22,4.7064662567762417e-05,14,2.9950239815848813e-05
471698,805,0.0017066004095840984,9,1.90800045792011e-05
471972,0,0.0,0,0.0
471942,4,8.475617766589963e-06,2,4.237808883294981e-06
471912,5,1.0595195714455238e-05,6,1.2714234857346286e-05
471966,0,0.0,10,2.1187966929821217e-05
471830,26,5.510459275586546e-05,4246,0.008999003878515568
471780,1,2.1196320318792658e-06,4,8.478528127517063e-06
471608,7,1.4842835575308307e-05,8,1.6963240657495207e-05
471938,4,8.475689603295348e-06,12,2.5427068809886045e-05
471572,34,7.209927646255503e-05,26650,0.05651310934491446
471228,1,2.12211498467833e-06,6,1.273268990806998e-05
471510,24,5.0900299039256855e-05,4,8.483383173209475e-06
471832,29,6.146255446853965e-05,8,1.6955187439597144e-05
471470,8,1.696820582433665e-05,7,1.4847180096294567e-05
464032,0,0.0,7,1.5085166540238604e-05
471732,6,1.2719086260843022e-05,20,4.239695420281007e-05
417918,3,7.178441703874923e-06,1,2.3928139012916408e-06
469962,1,2.1278316119175592e-06,1,2.1278316119175592e-06
471652,4,8.480829085851432e-06,36,7.632746177266289e-05
472000,11,2.3305084745762712e-05,3,6.3559322033898304e-06
471810,26,5.5106928636527414e-05,3,6.358491765753164e-06
471896,23998,0.050854425551392676,14,2.966755386780138e-05
471532,1,2.120746842207952e-06,3,6.3622405266238555e-06
469422,2,4.260558729671809e-06,0,0.0
423112,2,4.726880825880618e-06,7,1.6544082890582164e-05
469200,1,2.131287297527707e-06,3,6.3938618925831205e-06
471998,5,1.059326522570011e-05,51,0.00010805130530214111
471898,10,2.1191020093325252e-05,2,4.238204018665051e-06
471950,0,0.0,2,4.237737048416145e-06
471222,13,2.7587846068307508e-05,9,1.9099278047289814e-05
471796,12,2.543472178653486e-05,11,2.3315161637656953e-05
471120,4,8.490405841399219e-06,51,0.00010825267447784004
464710,1,2.1518796668890274e-06,1,2.1518796668890274e-06
471302,141,0.0002991712320338127,10,2.121781787473849e-05
472000,3,6.3559322033898304e-06,7,1.4830508474576272e-05
419178,48,0.00011450982637447576,5,1.1928106914007891e-05
434280,7,1.6118633139909736e-05,946,0.0021783181357649443
471838,27,5.722302993824151e-05,11,2.3313086271135433e-05
470492,26,5.526130093604142e-05,6,1.2752607908317251e-05
471988,1,2.1186979329982964e-06,28,5.9323542123952305e-05
471980,66,0.00013983643374719268,3,6.356201533963303e-06
465792,12,2.576257213520198e-05,6,1.288128606760099e-05
471842,4,8.477414049618305e-06,2430,0.00515002903514312
471696,3,6.360028492927648e-06,6,1.2720056985855296e-05
471864,1,2.1192547005069257e-06,3,6.3577641015207775e-06
465638,2,4.295182094244885e-06,589,0.0012649311267551187
467228,0,0.0,3,6.420848065612506e-06
471940,3,6.3567402635928296e-06,30,6.35674026359283e-05
471932,33,6.99253282252528e-05,8,1.6951594721273402e-05
471764,78,0.0001653369057410061,14,2.967585487659084e-05
470228,1,2.1266279336832347e-06,3,6.379883801049704e-06
471982,7,1.4831074066383888e-05,55,0.00011652986766444483
471486,2,4.241907500965034e-06,9,1.9088583754342653e-05
471908,3,6.357171313052544e-06,95,0.00020131042491333058
457370,11,2.405054988302687e-05,18,3.935544526313488e-05
469400,5,1.0651896037494674e-05,7,1.4912654452492544e-05
470784,856,0.0018182436106579662,850,0.0018054989124524198
462650,1,2.1614611477358694e-06,1,2.1614611477358694e-06
468122,4,8.544781061347255e-06,6,1.2817171592020884e-05
470152,1,2.126971702768466e-06,2,4.253943405536932e-06
471996,4,8.474648090238053e-06,22,4.661056449630929e-05
471844,77,0.0001631895287425505,2,4.238689058248065e-06
472004,7,1.4830382793366158e-05,11,2.3304887246718247e-05
472004,10,2.1186261133380226e-05,5,1.0593130566690113e-05
461062,4,8.675622801271845e-06,3,6.506717100953885e-06
426312,55,0.00012901349246561205,2,4.691399726022256e-06
460904,2,4.339298422231094e-06,36,7.810737160015969e-05
463716,25,5.3912308395655965e-05,5,1.0782461679131192e-05
470138,109246,0.23237007006453425,1846,0.003926506685271133
471666,40,8.480577357706513e-05,13,2.7561876412546166e-05
471962,30,6.356443950996055e-05,10,2.118814650332018e-05
471786,12,2.5435260902188705e-05,1,2.119605075182392e-06
471376,6,1.2728692169308578e-05,4,8.485794779539051e-06
471004,1,2.1231242197518492e-06,0,0.0
435932,26,5.964232953763431e-05,3,6.88180725434242e-06
471832,22,4.662676545889215e-05,4,8.477593719798572e-06
469782,9,1.9157822138779262e-05,157,0.0003341975639764827
469686,8,1.7032655859446524e-05,13,2.76780657716006e-05
472014,8,1.6948649828183062e-05,6,1.2711487371137297e-05
467350,10,2.1397239756071467e-05,14,2.9956135658500054e-05
471990,1,2.1186889552744764e-06,4,8.474755821097905e-06
469934,3,6.383875182472433e-06,5,1.0639791970787388e-05
471826,2,4.238850762781195e-06,3,6.358276144171792e-06
468770,6,1.2799453889967362e-05,13,2.773215009492928e-05
291556,1,3.4298728203158226e-06,2,6.859745640631645e-06
470864,1,2.1237554792891367e-06,15,3.185633218933705e-05
471962,2,4.2376293006640364e-06,0,0.0
471592,31,6.573478769784051e-05,25,5.30119255627746e-05
471280,548,0.0011627906976744186,14,2.9706331692412153e-05
471298,0,0.0,1,2.1217997954584997e-06
468678,0,0.0,2,4.267322127345427e-06
471090,570,0.001209959880277654,9,1.9104629688594536e-05
439184,20,4.5538999599256806e-05,4,9.10779991985136e-06
469566,0,0.0,34,7.240728672859619e-05
466088,7,1.5018623092634867e-05,4,8.582070338648495e-06
471454,6,1.2726586262922787e-05,5,1.0605488552435656e-05
449412,4,8.900518900251885e-06,0,0.0
470782,0,0.0,9,1.911712852233093e-05
470464,7,1.4878928037001768e-05,60,0.0001275336688885866
470892,48,0.00010193420147294921,3,6.3708875920593255e-06
471436,2,4.2423573931562295e-06,17,3.606003784182795e-05
451078,2,4.433822975183893e-06,13,2.8819849338695305e-05
471524,1,2.120782823355757e-06,315,0.0006680465893570635
471468,3,6.363104176741582e-06,7,1.484724307906369e-05
471344,9,1.9094334498794935e-05,9,1.9094334498794935e-05
436490,18,4.1238058145661985e-05,4,9.16401292125822e-06
462640,0,0.0,6,1.2969047207331835e-05
467136,1,2.140704206055624e-06,3,6.422112618166872e-06
469318,1,2.1307514307995858e-06,12,2.556901716959503e-05
468956,22,4.6912716758075385e-05,2,4.264792432552308e-06
471384,6,1.27284761468357e-05,10,2.1214126911392833e-05
470868,34,7.220707289516383e-05,1,2.1237374380930535e-06
458142,1,2.1827293721160686e-06,2,4.365458744232137e-06
471136,5,1.0612646879032807e-05,0,0.0
471816,65,0.00013776556962883835,7,1.48362921138749e-05
471982,8,1.694979893301016e-05,296,0.0006271425605213759
471978,1,2.118742822758688e-06,8,1.6949942582069505e-05
471968,7,1.4831514000949217e-05,10,2.1187877144213168e-05
471992,7,1.4830759843387177e-05,10,2.1186799776267396e-05
467966,0,0.0,2,4.2738147643204845e-06
471858,13,2.7550661427802434e-05,175,0.0003708742884511866
471807,2,4.2390214642851845e-06,8,1.6956085857140738e-05
471812,13,2.7553347519774827e-05,0,0.0
471376,3,6.364346084654289e-06,15,3.182173042327145e-05
418522,21,5.0176573752395334e-05,10,2.3893606548759684e-05
471948,13,2.7545407544899014e-05,14,2.9664285048352783e-05
471976,19,4.0256284217841586e-05,4,8.475007203756124e-06
